username,published,likes,text,video_id,clean,stemmed,Label
@Dotutuur,2025-08-02T02:47:14Z,0,"prabowo tdk bekerja , yg diurusnya membebaskan koruptor . prabowo hanya memikirkan dirinya sendiri . prabowo ingin berkuasa dua periode .",gP0YCMCJnjA,prabowo tdk yg diurusnya membebaskan koruptor prabowo memikirkan prabowo berkuasa periode,prabowo tdk yg urus bebas koruptor prabowo pikir prabowo kuasa periode,0
@Suhadi-b2l,2025-07-29T06:24:01Z,0,aswb masprabowo segera pertaniaan cepat di jalankan di papua sorong sawah2 maseh jadi,gP0YCMCJnjA,aswb masprabowo pertaniaan cepat jalankan papua sorong sawah maseh,aswb masprabowo tania cepat jalan papua sorong sawah maseh,0
@marthawidya4423,2025-07-28T22:51:41Z,0,"dialog  apa mau ngaddu domba orang tv ini... nanti seperti aiman ficakdono,,, pakai judul rakyat bicara,, yg di undang  roy panci,, rismon, tifa,, fadilah,, kurnia,, tompel,, itu itu melulu, biar debat,,, ribut,,, gitu kah",gP0YCMCJnjA,dialog ngaddu domba orang tv aiman ficakdono pakai judul rakyat bicara yg undang roy panci rismon tifa fadilah kurnia tompel melulu biar debat ribut gitu kah,dialog ngaddu domba orang tv aiman ficakdono pakai judul rakyat bicara yg undang roy panci rismon tifa fadilah kurnia tompel melulu biar debat ribut gitu kah,0
@AkhmadMalik-s3o,2025-07-27T05:55:24Z,0,"tambahan. psk haji ksmaruddin anggota polisi biring kanaya berkata kepada s a bahwa pekerjaan wartawan sam a dengan pekerjaannya polisi. polisi wartawan dewan pers ,bu pati /walikota/kdh agraria d gubernur sudah mengesahk an perampasan rumah saya diblok j 572 kerulunan barat 25 oleh selamet riadi/pt.faja graha pena. juga haji kamaruddin berkat s kepada saya bahwa"" seraka h siapa yang seraka "" dengan pernyataan nya itu s aya hubungkan ke surat gug atan  perkara perdata no.74/ pdt.g/1986/ pn.blk.dalam hubu ngan area terperkara. pada kenyataan area terper kara tersebut telah disande ra oleh sandi negara pbb,pbb p2.pbbp2 tripel c. yang telah memusnahkan negara prokl amasi kemerdekaan indonesi a 17 agustus 1945. demikian komentar saya unt uk yang mulia presiden indon esia. amin. wassalam.",gP0YCMCJnjA,tambahan psk haji ksmaruddin anggota polisi biring kanaya s a pekerjaan wartawan sam a pekerjaannya polisi polisi wartawan dewan pers bu pati walikota kdh agraria d gubernur mengesahk an perampasan rumah diblok j kerulunan barat selamet riadi pt faja graha pena haji kamaruddin berkat s seraka h seraka pernyataan nya s aya hubungkan surat gug atan perkara perdata no pdt g pn blk hubu ngan area terperkara kenyataan area terper kara disande ra sandi negara pbb pbb p pbbp tripel c memusnahkan negara prokl amasi kemerdekaan indonesi a agustus komentar unt uk mulia presiden indon esia amin wassalam,tambah psk haji ksmaruddin anggota polisi biring kanaya s a kerja wartawan sam a kerja polisi polisi wartawan dewan pers bu pati walikota kdh agraria d gubernur mengesahk an ampas rumah blok j kerulunan barat selamet riadi pt faja graha pena haji kamaruddin berkat s raka h raka nyata nya s aya hubung surat gug atan perkara perdata no pdt g pn blk hubu ngan area perkara nyata area terper kara disande ra sandi negara pbb pbb p pbbp tripel c musnah negara prokl amasi merdeka indonesi a agustus komentar unt uk mulia presiden indon esia amin wassalam,0
@AkhmadMalik-s3o,2025-07-27T04:11:56Z,0,adalah merupakan pemerang uta u tama diberlakukannya industri ti pu tipu.di indonesia.,gP0YCMCJnjA,pemerang uta u tama diberlakukannya industri ti pu tipu indonesia,merang uta u tama laku industri ti pu tipu indonesia,0
@AkhmadMalik-s3o,2025-07-27T04:08:55Z,0,pekerjaan polisi dannpekerjaan wa rtawan sama,gP0YCMCJnjA,pekerjaan polisi dannpekerjaan wa rtawan,kerja polisi dannpekerjaan wa rtawan,0
@ezraalviano-gn2wt,2025-07-27T01:52:12Z,0,"jaman skarang ini pada aneh2,,lagian apa artinya ijasa atau status jika pran pran pola pikirnya ga brmakna atau ga brmanpaat bila ilmu dan sgi pngtauanya tanpa di dasari iman dan akal murni yng brlaku baik hukum agama atau akan arti hidup yng sbnarnya,,tan pa disadari di balik tahta dan jabatan yng kita kjar itu bisa  atau mampu mmbawa kita kdalam jiwa yg tnang",gP0YCMCJnjA,jaman skarang aneh ijasa status pran pran pola pikirnya ga brmakna ga brmanpaat ilmu sgi pngtauanya dasari iman akal murni yng brlaku hukum agama arti hidup yng sbnarnya tan pa disadari tahta jabatan yng kjar mmbawa kdalam jiwa yg tnang,jaman skarang aneh ijasa status pran pran pola pikir ga brmakna ga brmanpaat ilmu sgi pngtauanya dasar iman akal murni yng brlaku hukum agama arti hidup yng sbnarnya tan pa sadar tahta jabat yng kjar mmbawa kdalam jiwa yg tnang,0
@HaraTanaks,2025-07-26T18:40:17Z,0,prabowo sedang pamer ke wrt,gP0YCMCJnjA,prabowo pamer wrt,prabowo pamer wrt,0
@HaraTanaks,2025-07-26T18:39:14Z,0,hhhhhhhh...bahwa  ternyata  gurunya jokowi,gP0YCMCJnjA,hhhhhhhh gurunya jokowi,hhhhhhhh guru jokowi,0
@MichaelSatimo,2025-07-21T12:23:58Z,0,ak jg bsa,gP0YCMCJnjA,ak jg bsa,ak jg bsa,0
@pakwarsito3956,2025-07-20T09:17:19Z,0,piter nzata pupuk sekarang gasulit.beda.pemeretah jokowi beli pupuk.susah kutu pake kartu zagapunza kartu belinza diakali 2 lipet,gP0YCMCJnjA,piter nzata pupuk gasulit beda pemeretah jokowi beli pupuk susah kutu pake kartu zagapunza kartu belinza diakali lipet,piter nzata pupuk gasulit beda mere jokowi beli pupuk susah kutu pake kartu zagapunza kartu belinza akal lipet,0
@noreplayyuotuber,2025-07-15T03:43:47Z,0,saya columbus dan tanda bintang bukan gerindra,gP0YCMCJnjA,columbus tanda bintang gerindra,columbus tanda bintang gerindra,0
@noreplayyuotuber,2025-07-15T03:43:24Z,0,saya gak suka tanda urusan nasdem dan bca juga bjb paham suruh pulang kasih tau kami bukan mengawal dia dan paham saya akan rebut kembali surakarta dan semua paham pak,gP0YCMCJnjA,gak suka tanda urusan nasdem bca bjb paham suruh pulang kasih tau mengawal paham rebut surakarta paham,gak suka tanda urus nasdem bca bjb paham suruh pulang kasih tau awal paham rebut surakarta paham,0
@noreplayyuotuber,2025-07-15T03:41:58Z,0,baharuddin panggil iing kau kah itu,gP0YCMCJnjA,baharuddin panggil iing kau kah,baharuddin panggil iing kau kah,0
@noreplayyuotuber,2025-07-15T03:41:26Z,0,saya yang masuk hambalang gak takit dan saya mau buktikan nyatanya semua gerbang sesuai golongannya udah paham hambalang paham,gP0YCMCJnjA,masuk hambalang gak takit buktikan gerbang sesuai golongannya udah paham hambalang paham,masuk hambalang gak takit bukti gerbang sesuai golong udah paham hambalang paham,0
@salikunenjoy5645,2025-07-14T19:04:03Z,0,saya minta tolong bapa/ibu yg sedang dialog dengan bapak presiden saya petani kab banyumas sedang mengalami kerugian sangat besar saya minta jawaban secepatnya,gP0YCMCJnjA,tolong bapa yg dialog presiden petani kab banyumas mengalami kerugian secepatnya,tolong bapa yg dialog presiden tani kab banyumas alami rugi cepat,0
@rehanbone6402,2025-06-30T02:48:09Z,0,warga megara yg tinggal di sebatik lebih murah,gP0YCMCJnjA,warga megara yg tinggal sebatik murah,warga megara yg tinggal batik murah,0
@jamrizsamsung7769,2025-06-29T22:16:01Z,0,jasa bapak presiden suharto yang paling utama yaitu :  menempatkan garis-garis besar haluan negara dan 8 jalur pemerataan saat itu sebagai landasan dasar dan arah yang jelas bagi pembangunan negara dan bangsa dari berbagai aspek dasar yaitu : 1. pendidikan menurut dasar negara dan uud 1945 .  2. kesehatan secara adil dan merata. 3 . kehidupan sosial dan keamanan yang setara sebagai penopang sehingga cita-cita besar bangsa indonesia untuk mencapai kehidupan sejahtera adil dan makmur dapat tercapai sesuai dengan tujuan program pemerataan.,gP0YCMCJnjA,jasa presiden suharto utama menempatkan garis garis haluan negara jalur pemerataan landasan dasar arah pembangunan negara bangsa aspek dasar pendidikan dasar negara uud kesehatan adil merata kehidupan sosial keamanan setara penopang cita cita bangsa indonesia mencapai kehidupan sejahtera adil makmur tercapai sesuai tujuan program pemerataan,jasa presiden suharto utama tempat garis garis haluan negara jalur perata landas dasar arah bangun negara bangsa aspek dasar didik dasar negara uud sehat adil rata hidup sosial aman tara topang cita cita bangsa indonesia capai hidup sejahtera adil makmur capai sesuai tuju program perata,0
@jamrizsamsung7769,2025-06-29T21:17:40Z,0,pertanian di indonesia yang di kelola secara mandiri oleh tiap-tiap masyarakat hanya menjadi santapan bagi para tengkulak yang sama sekali tidak ada rasa belas kasihan oleh kerja keras dan penderitaan para petani sehingga dengan semaunya menindas harga dengan semurah-murahnya demi untuk meraih keuntungan yang sebesar-besarnya dari para petani sehingga sangat banyak dari para petani kita putus asa dan mencari pekerjaan atau usaha yang lebih layak untuk menempuh hidup.,gP0YCMCJnjA,pertanian indonesia kelola mandiri masyarakat santapan tengkulak belas kasihan kerja keras penderitaan petani menindas harga semurah murahnya meraih keuntungan besarnya petani petani putus asa mencari pekerjaan usaha layak menempuh hidup,tani indonesia kelola mandiri masyarakat santap tengkulak belas kasihan kerja keras derita tani tindas harga murah murah raih untung besar tani tani putus asa cari kerja usaha layak tempuh hidup,0
@static_rage,2025-06-27T20:24:22Z,0,nonton bg feri aja yok.yg setaun lalu jg gpp lah,gP0YCMCJnjA,nonton bg feri aja yok yg setaun jg gpp,nonton bg feri aja yok yg taun jg gpp,0
@rachmawulandari3397,2025-06-25T23:27:06Z,2,pertanyaan najwa istimewa. rakyat menginginkan polisi dibubarkan dan hapus biaya suap menyuap untuk jadi polisi dan sebagainya ,gP0YCMCJnjA,najwa istimewa rakyat polisi dibubarkan hapus biaya suap menyuap polisi,najwa istimewa rakyat polisi bubar hapus biaya suap suap polisi,0
@MisidanBado,2025-06-24T11:07:24Z,0,ass tlg bantu sy rmh di blkg di dinding di. dinding dgn seng bekas triplex bekas sdh hancur  anak ingin skolahtp uang transportasi tdk ada 18:23 ,gP0YCMCJnjA,ass tlg bantu sy rmh blkg dinding dinding dgn seng bekas triplex bekas sdh hancur anak skolahtp uang transportasi tdk,ass tlg bantu sy rmh blkg dinding dinding dgn seng bekas triplex bekas sdh hancur anak skolahtp uang transportasi tdk,0
@MisidanBado,2025-06-24T11:05:59Z,0,ass tlg bantu sy rmh di blkg di dinding di. dinding dgn seng bekas triplex bekas sdh hancur  anak ingin skolahtp uang transportasi tdk ada,gP0YCMCJnjA,ass tlg bantu sy rmh blkg dinding dinding dgn seng bekas triplex bekas sdh hancur anak skolahtp uang transportasi tdk,ass tlg bantu sy rmh blkg dinding dinding dgn seng bekas triplex bekas sdh hancur anak skolahtp uang transportasi tdk,0
@MisidanBado,2025-06-24T11:03:43Z,0,ass tlg bantu sy rmh di blkg di dinding di. dinding dgn seng bekas triplex bekas sdh hancur  anak ingin skolahtp uang transportasi tdk ada,gP0YCMCJnjA,ass tlg bantu sy rmh blkg dinding dinding dgn seng bekas triplex bekas sdh hancur anak skolahtp uang transportasi tdk,ass tlg bantu sy rmh blkg dinding dinding dgn seng bekas triplex bekas sdh hancur anak skolahtp uang transportasi tdk,0
@imronsatah6579,2025-06-22T14:54:07Z,0,"assalamua'laikum ,alhamdulillah pk presiden ,mga dlm pimpinam bpk,memberi warna baru ,memonivasi,petani agar giat kembli mudah"" an negara kita bisa swasembada di bidang pertanian dan lainnya,sll sht "" usia yg barokah ,hingga hasil berlimpah aamiin yra️️️",gP0YCMCJnjA,assalamua laikum alhamdulillah pk presiden mga dlm pimpinam bpk warna memonivasi petani giat kembli mudah an negara swasembada bidang pertanian sll sht usia yg barokah hasil berlimpah aamiin yra,assalamua laikum alhamdulillah pk presiden mga dlm pimpinam bpk warna memonivasi tani giat kembli mudah an negara swasembada bidang tani sll sht usia yg barokah hasil limpah aamiin yra,0
@rochanibu3357,2025-06-21T15:57:37Z,0,"tidak salah memilih presiden bpk prabowo subiyanto, is the best banyak pengalaman di segala bidang , semoga indonesia maju dan makmur di bawah payung prabowo gibran",gP0YCMCJnjA,salah memilih presiden bpk prabowo subiyanto is the best pengalaman bidang semoga indonesia maju makmur payung prabowo gibran,salah pilih presiden bpk prabowo subiyanto is the best alam bidang moga indonesia maju makmur payung prabowo gibran,0
@SukarnaPutra-c1h,2025-06-21T07:10:25Z,0,banten  hadir  ,gP0YCMCJnjA,banten hadir,banten hadir,0
@ErnaWati-wn8hl,2025-06-20T22:54:30Z,0,"pertanian serahkan menteri pertanian , penegakan hukum atas perusakan kebenaran hukum oleh tangan jahat koruptor ini harus serius tugas wajib yang harus dipertanggung jawabkan penyelesaian tuntas dengan baik dan benar harus di tindak dengan gercep sekarang juga penting .",gP0YCMCJnjA,pertanian serahkan menteri pertanian penegakan hukum perusakan kebenaran hukum tangan jahat koruptor serius tugas wajib dipertanggung jawabkan penyelesaian tuntas tindak gercep,tani serah menteri tani tega hukum rusa benar hukum tangan jahat koruptor serius tugas wajib tanggung jawab selesai tuntas tindak gercep,0
@YanRizal-v3g,2025-06-19T14:24:13Z,0,"apapun ceritanya kita harus dukung pemerintahan pak prabowo,",gP0YCMCJnjA,apapun ceritanya dukung pemerintahan prabowo,apa cerita dukung perintah prabowo,0
@Michaelmansnandifu-b2v2m,2025-06-19T13:59:45Z,0,usulan penelitian dari pribadi saya membuka peluang bagi semua masyarakat yang ada di papua barat kabupaten biak,gP0YCMCJnjA,usulan penelitian pribadi membuka peluang masyarakat papua barat kabupaten biak,usul teliti pribadi buka peluang masyarakat papua barat kabupaten biak,0
@Michaelmansnandifu-b2v2m,2025-06-19T13:53:37Z,0,"p. presiden prabowo.""saya dari papua barat indonesia  kabupaten biak. membuka otel pariwisata di biak papua dan perusahaan ikan dan penyelesaian jalan dan jembatan di kabupaten biak.",gP0YCMCJnjA,p presiden prabowo papua barat indonesia kabupaten biak membuka otel pariwisata biak papua perusahaan ikan penyelesaian jalan jembatan kabupaten biak,p presiden prabowo papua barat indonesia kabupaten biak buka otel pariwisata biak papua usaha ikan selesai jalan jembatan kabupaten biak,0
@MbahSur-u6x,2025-06-18T06:41:13Z,0,tolong bu saya seorang purnawirawan tni-ad semenjak tahun 2021 tidak menerima hak pensiun . gara gara aku kena bujuk rayu karyawan bank yudha bakti .,gP0YCMCJnjA,tolong bu purnawirawan tni ad semenjak menerima hak pensiun gara gara kena bujuk rayu karyawan bank yudha bakti,tolong bu purnawirawan tni ad semenjak terima hak pensiun gara gara kena bujuk rayu karyawan bank yudha bakti,0
@MansurMansur-v2h,2025-06-17T17:42:32Z,0,"minal aidzin wal faidzin mohon maaf lahir dan batin,, semoga tetap sehat selalu dan sukses selalu",gP0YCMCJnjA,minal aidzin wal faidzin mohon maaf lahir batin semoga sehat sukses,mal aidzin wal faidzin mohon maaf lahir batin moga sehat sukses,0
@kt-zp2ld,2025-06-16T16:55:50Z,0,"pak prabowo saya mau ngomong sama bapak mengungkapkan semua, banyak yng nggak di ketahui sama bapak presiden2 dari dulu, kalau bisa kita bertemu antara bapak sama saya.",gP0YCMCJnjA,prabowo ngomong yng nggak ketahui presiden bertemu,prabowo ngomong yng nggak tahu presiden temu,0
@SekdenanOt,2025-06-15T14:27:03Z,0,kalau yang di atas itu dekat samabapak prisidin di kabu patin  yang maseh koropsi,gP0YCMCJnjA,samabapak prisidin kabu patin maseh koropsi,samabapak prisidin kabu patin maseh koropsi,0
@SekdenanOt,2025-06-15T14:22:38Z,1,sebenarnyah pemerinta di atas turun ke bawah yang maseh banyak koropsi  harus turun,gP0YCMCJnjA,sebenarnyah pemerinta turun maseh koropsi turun,sebenarnyah pemerinta turun maseh koropsi turun,0
@FARIZSIREGAR-w6f,2025-06-13T15:02:00Z,0,"semoga bapak parabowo panjang umur,amin.",gP0YCMCJnjA,semoga parabowo umur amin,moga parabowo umur amin,0
@ErnaWiyati-w2q,2025-06-13T05:20:09Z,0,pak prabowo sayang rakyat sampai berani mati untuk rakyat ini yang kita inginkan dari seorang pimpinan tinggi....best performence,gP0YCMCJnjA,prabowo sayang rakyat berani mati rakyat pimpinan best performence,prabowo sayang rakyat berani mati rakyat pimpin best performence,0
@MaarifMaarif-je5im,2025-06-13T01:08:01Z,0,impian rakyat ada pada pak prabowo,gP0YCMCJnjA,impian rakyat prabowo,impi rakyat prabowo,0
@effendysamba9468,2025-06-11T18:44:56Z,0,semangat  pa preside prabowo subianto  semoga bapa panjang umur  dilindungi  alah subahanawat ala dri  penyakit  da jauh dr mahabahaya  penyaki atau huru hara  agar indonesia  maju dan  sehat selalu,gP0YCMCJnjA,semangat pa preside prabowo subianto semoga bapa umur dilindungi alah subahanawat ala dri penyakit da dr mahabahaya penyaki huru hara indonesia maju sehat,semangat pa preside prabowo subianto moga bapa umur lindung alah subahanawat ala dri sakit da dr mahabahaya saki huru hara indonesia maju sehat,0
@NabilahnurhanifahNurhanifah,2025-06-11T18:25:13Z,0,"tolong pak presiden mudahkan,pekerja indonesia mencari uang di luar negri,,soalnya kerja di indonesia,, selalu di permainan kontrak yg terlalu minim,,waktu kontraknya..",gP0YCMCJnjA,tolong presiden mudahkan pekerja indonesia mencari uang negri kerja indonesia permainan kontrak yg minim kontraknya,tolong presiden mudah kerja indonesia cari uang negri kerja indonesia main kontrak yg minim kontrak,0
@untungrokhman1997,2025-06-11T17:19:32Z,0,pak? bapak  pernah me mberikebijakan kepada  oknum. korupsi  sangat bijak cukup mangembalikan bapak maafkan apa ada yang sadar mengembalikan?,gP0YCMCJnjA,me mberikebijakan oknum korupsi bijak mangembalikan maafkan sadar mengembalikan,me mberikebijakan oknum korupsi bijak mangembalikan maaf sadar kembali,0
@JustanRitonga-k1h,2025-05-23T18:24:50Z,0,izin bpk.. pemimpin diatas semangat kami rakyat ikut semangat.. mksh pmimpinkami semua.. pak.,gP0YCMCJnjA,izin bpk pemimpin diatas semangat rakyat semangat mksh pmimpinkami,izin bpk pimpin atas semangat rakyat semangat mksh pmimpinkami,0
@FachrudinRizky,2025-05-20T14:23:15Z,0,bukan hanya sepatu pak kita harus meniru negara thailand untuk maju seperti melegalkan ganja sebagai obat,gP0YCMCJnjA,sepatu meniru negara thailand maju melegalkan ganja obat,sepatu tiru negara thailand maju legal ganja obat,0
@sulaimanmuslim5259,2025-05-18T08:12:52Z,0,hidup jokowi,gP0YCMCJnjA,hidup jokowi,hidup jokowi,0
@JenikeyTimu-i7p,2025-05-11T23:01:31Z,0,"ini bangka belitung ini terus terang tapi banyak mafia mafia yg ngga jelas, di bangka belitung ini pejabat bisa mafia, polisi tni bisa matia apa lagi pengusaha, lebih kali pa🇲🇨🇲🇨️️️",gP0YCMCJnjA,bangka belitung terang mafia mafia yg ngga bangka belitung pejabat mafia polisi tni matia pengusaha kali pa,bangka belitung terang mafia mafia yg ngga bangka belitung jabat mafia polisi tni matia usaha kali pa,0
@JenikeyTimu-i7p,2025-05-11T22:58:19Z,0,"mohon maaf ya pa krn bangka belitung ini biar daerahnya kecil tapi banyak mafianya jadi bapa sendiri dtg jadi tau,apa yg dilakukan org org di bangka belitung ini 🇲🇨🇲🇨️️️",gP0YCMCJnjA,mohon maaf ya pa krn bangka belitung biar daerahnya mafianya bapa dtg tau yg org org bangka belitung,mohon maaf ya pa krn bangka belitung biar daerah mafia bapa dtg tau yg org org bangka belitung,0
@JenikeyTimu-i7p,2025-05-11T22:54:32Z,0,mohon maaf ya pa tapi saya minta bapa dan pa jokowi dtg ke bangka belitung untuk menyampaikan langsung apa yg di sampaikan oleh bapa.sendiri🇲🇨🇲🇨️️️,gP0YCMCJnjA,mohon maaf ya pa bapa pa jokowi dtg bangka belitung langsung yg bapa,mohon maaf ya pa bapa pa jokowi dtg bangka belitung langsung yg bapa,0
@JenikeyTimu-i7p,2025-05-11T22:50:37Z,0,saya salut dgn bapa presiden prabowo cara beliau berbicara itu ada menfaatnya untuk masyarakat dan masyarakat bisa mengerti dgn apa yg di katakan oleh beliau🇲🇨🇲🇨️️️,gP0YCMCJnjA,salut dgn bapa presiden prabowo beliau berbicara menfaatnya masyarakat masyarakat mengerti dgn yg beliau,salut dgn bapa presiden prabowo beliau bicara menfaatnya masyarakat masyarakat erti dgn yg beliau,0
@pandji.harsanto,2025-05-09T16:30:06Z,0,raja omon omon,gP0YCMCJnjA,raja omon omon,raja omon omon,0
@PinaSih-hh4lm,2025-05-08T17:56:18Z,0,pa presiden saya rakyat kecil  ingat ucapan bapa pengen  ngapus kemiskinan di buktikan  di buktikan pelan pelan haus di kusi sama wakil bapa mas gibran jangan pecah pendapat,gP0YCMCJnjA,pa presiden rakyat ucapan bapa pengen ngapus kemiskinan buktikan buktikan pelan pelan haus kusi wakil bapa mas gibran pecah pendapat,pa presiden rakyat ucap bapa ken ngapus miskin bukti bukti pelan pelan haus kus wakil bapa mas gibran pecah dapat,0
